d,id,x,y,z
0,0,0,0,0
0,0.00050025012506253,0.00050025012506253,0,0
0,0.0010005002501251,0.0010005002501251,0,0
0,0.0015007503751876,0.0015007503751876,0,0
0,0.0020010005002501,0.0020010005002501,0,0
0,0.0025012506253127,0.0025012506253127,0,0
0,0.0030015007503752,0.0030015007503752,0,0
0,0.0035017508754377,0.0035017508754377,0,0
0,0.0040020010005002,0.0040020010005002,0,0
0,0.0045022511255628,0.0045022511255628,0,0
0,0.0050025012506253,0.0050025012506253,0,0
0,0.0055027513756878,0.0055027513756878,0,0
0,0.0060030015007504,0.0060030015007504,0,0
0,0.0065032516258129,0.0065032516258129,0,0
0,0.0070035017508754,0.0070035017508754,0,0
0,0.007503751875938,0.007503751875938,0,0
0,0.0080040020010005,0.0080040020010005,0,0
0,0.008504252126063,0.008504252126063,0,0
0,0.0090045022511256,0.0090045022511256,0,0
0,0.0095047523761881,0.0095047523761881,0,0
0,0.010005002501251,0.010005002501251,0,0
0,0.010505252626313,0.010505252626313,0,0
0,0.011005502751376,0.011005502751376,0,0
0,0.011505752876438,0.011505752876438,0,0
0,0.012006003001501,0.012006003001501,0,0
0,0.012506253126563,0.012506253126563,0,0
0,0.013006503251626,0.013006503251626,0,0
0,0.013506753376688,0.013506753376688,0,0
0,0.014007003501751,0.014007003501751,0,0
0,0.014507253626813,0.014507253626813,0,0
0,0.015007503751876,0.015007503751876,0,0
0,0.015507753876938,0.015507753876938,0,0
0,0.016008004002001,0.016008004002001,0,0
0,0.016508254127064,0.016508254127064,0,0
0,0.017008504252126,0.017008504252126,0,0
0,0.017508754377189,0.017508754377189,0,0
0,0.018009004502251,0.018009004502251,0,0
0,0.018509254627314,0.018509254627314,0,0
0,0.019009504752376,0.019009504752376,0,0
0,0.019509754877439,0.019509754877439,0,0
0,0.020010005002501,0.020010005002501,0,0
0,0.020510255127564,0.020510255127564,0,0
0,0.021010505252626,0.021010505252626,0,0
0,0.021510755377689,0.021510755377689,0,0
0,0.022011005502751,0.022011005502751,0,0
0,0.022511255627814,0.022511255627814,0,0
0,0.023011505752876,0.023011505752876,0,0
0,0.023511755877939,0.023511755877939,0,0
0,0.024012006003001,0.024012006003001,0,0
0,0.024512256128064,0.024512256128064,0,0
0,0.025012506253127,0.025012506253127,0,0
0,0.025512756378189,0.025512756378189,0,0
0,0.026013006503252,0.026013006503252,0,0
0,0.026513256628314,0.026513256628314,0,0
0,0.027013506753377,0.027013506753377,0,0
0,0.027513756878439,0.027513756878439,0,0
0,0.028014007003502,0.028014007003502,0,0
0,0.028514257128564,0.028514257128564,0,0
0,0.029014507253627,0.029014507253627,0,0
0,0.029514757378689,0.029514757378689,0,0
0,0.030015007503752,0.030015007503752,0,0
0,0.030515257628814,0.030515257628814,0,0
0,0.031015507753877,0.031015507753877,0,0
0,0.031515757878939,0.031515757878939,0,0
0,0.032016008004002,0.032016008004002,0,0
0,0.032516258129065,0.032516258129065,0,0
0,0.033016508254127,0.033016508254127,0,0
0,0.03351675837919,0.03351675837919,0,0
0,0.034017008504252,0.034017008504252,0,0
0,0.034517258629315,0.034517258629315,0,0
0,0.035017508754377,0.035017508754377,0,0
0,0.03551775887944,0.03551775887944,0,0
0,0.036018009004502,0.036018009004502,0,0
0,0.036518259129565,0.036518259129565,0,0
0,0.037018509254627,0.037018509254627,0,0
0,0.03751875937969,0.03751875937969,0,0
0,0.038019009504752,0.038019009504752,0,0
0,0.038519259629815,0.038519259629815,0,0
0,0.039019509754877,0.039019509754877,0,0
0,0.03951975987994,0.03951975987994,0,0
0,0.040020010005003,0.040020010005003,0,0
0,0.040520260130065,0.040520260130065,0,0
0,0.041020510255128,0.041020510255128,0,0
0,0.04152076038019,0.04152076038019,0,0
0,0.042021010505253,0.042021010505253,0,0
0,0.042521260630315,0.042521260630315,0,0
0,0.043021510755378,0.043021510755378,0,0
0,0.04352176088044,0.04352176088044,0,0
0,0.044022011005503,0.044022011005503,0,0
0,0.044522261130565,0.044522261130565,0,0
0,0.045022511255628,0.045022511255628,0,0
0,0.04552276138069,0.04552276138069,0,0
0,0.046023011505753,0.046023011505753,0,0
0,0.046523261630815,0.046523261630815,0,0
0,0.047023511755878,0.047023511755878,0,0
0,0.04752376188094,0.04752376188094,0,0
0,0.048024012006003,0.048024012006003,0,0
0,0.048524262131066,0.048524262131066,0,0
0,0.049024512256128,0.049024512256128,0,0
0,0.049524762381191,0.049524762381191,0,0
0,0.050025012506253,0.050025012506253,0,0
0,0.050525262631316,0.050525262631316,0,0
0,0.051025512756378,0.051025512756378,0,0
0,0.051525762881441,0.051525762881441,0,0
0,0.052026013006503,0.052026013006503,0,0
0,0.052526263131566,0.052526263131566,0,0
0,0.053026513256628,0.053026513256628,0,0
0,0.053526763381691,0.053526763381691,0,0
0,0.054027013506753,0.054027013506753,0,0
0,0.054527263631816,0.054527263631816,0,0
0,0.055027513756878,0.055027513756878,0,0
0,0.055527763881941,0.055527763881941,0,0
0,0.056028014007003,0.056028014007003,0,0
0,0.056528264132066,0.056528264132066,0,0
0,0.057028514257129,0.057028514257129,0,0
0,0.057528764382191,0.057528764382191,0,0
0,0.058029014507254,0.058029014507254,0,0
0,0.058529264632316,0.058529264632316,0,0
0,0.059029514757379,0.059029514757379,0,0
0,0.059529764882441,0.059529764882441,0,0
0,0.060030015007504,0.060030015007504,0,0
0,0.060530265132566,0.060530265132566,0,0
0,0.061030515257629,0.061030515257629,0,0
0,0.061530765382691,0.061530765382691,0,0
0,0.062031015507754,0.062031015507754,0,0
0,0.062531265632816,0.062531265632816,0,0
0,0.063031515757879,0.063031515757879,0,0
0,0.063531765882941,0.063531765882941,0,0
0,0.064032016008004,0.064032016008004,0,0
0,0.064532266133067,0.064532266133067,0,0
0,0.065032516258129,0.065032516258129,0,0
0,0.065532766383192,0.065532766383192,0,0
0,0.066033016508254,0.066033016508254,0,0
0,0.066533266633317,0.066533266633317,0,0
0,0.067033516758379,0.067033516758379,0,0
0,0.067533766883442,0.067533766883442,0,0
0,0.068034017008504,0.068034017008504,0,0
0,0.068534267133567,0.068534267133567,0,0
